id,hash_sha256,nome_original,nome_novo,caminho,tamanho_bytes,data_processamento,versao,titulo,autor,instituicao,ano_publicacao,tipo_documental,area_conhecimento,palavras_chave,categoria,status
65,f7594c5ec8af6a8613da3e5b73ed70edd0778a90240e291f3a62749622776d07,pmc8570258-impact-of-a-patient-safety-leadership-program-on-head-nurses-and-clinical-nurses-a-quasi-experimenta.pdf,2021_Central_South_University_Third_Xiangya_H_Impact_of_a_patient_safety_leadership_program_on_head_nurses_and_clinical_nurses.pdf,C:\calculadoras-de-enfermagem\docs\2021_Central_South_University_Third_Xiangya_H_Impact_of_a_patient_safety_leadership_program_on_head_nurses_and_clinical_nurses.pdf,1041346,2026-08-03T21:16:07.704570,,Impact of a patient safety leadership program on head nurses and clinical nurses: a quasi-experimental study,"[""Jianfei Xie"", ""Siqing Ding"", ""Xiaohong Zhang"", ""Xiaolian Li""]","Central South University, Third Xiangya Hospital",2021,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Leadership"", ""Nursing Administration Research"", ""Nurses"", ""Self-Efficacy"", ""Professional Burnout""]",Artigo Original,processado
64,8f2a43f82abc617dd502c67046d2f57ec630988fad9a03f8c522686cdffcfa17,pmc8555404-assessment-of-newborn-pain-during-arterial-puncture-an-observational-analytical-study.pdf,2021_Escola_de_Enfermagem_Universidade_Federa_Assessment_of_newborn_pain_during_arterial_puncture_an_observational_analytical.pdf,C:\calculadoras-de-enfermagem\docs\2021_Escola_de_Enfermagem_Universidade_Federa_Assessment_of_newborn_pain_during_arterial_puncture_an_observational_analytical.pdf,131842,2026-08-03T21:16:03.142372,,Assessment of newborn pain during arterial puncture: an observational analytical study,"[""Rayanne Marques Costa Alberice"", ""Silvia Cristina Oliveira da Silva"", ""Anna Caroline Costa Leite"", ""Bruna Figueiredo Manzo"", ""Delma Aurélia da Silva Simão"", ""Juliana de Oliveira Marcatto""]","Escola de Enfermagem, Universidade Federal de Minas Gerais",2021,artigo_cientifico,Enfermagem,[],Artigo original,processado
63,49b3b2a8fe5dd602f152946b0a9bc054700967dc805673c532d09800928d135a,pmc8253339-patient-safety-culture-missed-nursing-care-and-its-reasons-in-obstetrics.pdf,2021_Universidade_Federal_de_Santa_Maria_Patient_safety_culture_missed_Nursing_care_and_its_reasons_in_Obstetrics.pdf,C:\calculadoras-de-enfermagem\docs\2021_Universidade_Federal_de_Santa_Maria_Patient_safety_culture_missed_Nursing_care_and_its_reasons_in_Obstetrics.pdf,1988713,2026-08-03T21:15:58.873407,,"Patient safety culture, missed Nursing care and its reasons in Obstetrics","[""Silva SC"", ""Morais BX"", ""Munhoz OL"", ""Ongaro JD"", ""Urbanetto JS"", ""Magnago TSBS""]",Universidade Federal de Santa Maria,2021,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Organizational Culture"", ""Quality of Health Care"", ""Nursing Care"", ""Obstetric Nursing"", ""Cross-Sectional Studies""]",Original Article,processado
62,f356b9707427183128ca1734c69f5c41614fa8fcfd2e936097c13a477bd18025,pmc7567626-the-richards-campbell-sleep-questionnaire-and-sleep-in-the-intensive-care-unit-questionnaire-transla.pdf,2020_Federal_University_of_Parana_Hospital_de_The_Richards-Campbell_Sleep_Questionnaire_and_Sleep_in_the_Intensive_Care_Unit_Q.pdf,C:\calculadoras-de-enfermagem\docs\2020_Federal_University_of_Parana_Hospital_de_The_Richards-Campbell_Sleep_Questionnaire_and_Sleep_in_the_Intensive_Care_Unit_Q.pdf,409718,2026-08-03T21:15:53.834113,,The Richards-Campbell Sleep Questionnaire and Sleep in the Intensive Care Unit Questionnaire: translation to Portuguese and cross-cultural adaptation for use in Brazil,"[""Samia Khalil Biazim"", ""Daniela Almeida Souza"", ""Hipólito Carraro Junior"", ""Kathy Richards"", ""Silvia Valderramas""]",Federal University of Paraná Hospital de Clínicas,2020,artigo_cientifico,Medicina,"[""Sleep"", ""Intensive care units"", ""Sleep deprivation"", ""Surveys and questionnaires"", ""Translations"", ""Cross-cultural comparison""]",,processado
61,9f0fe16b98376f169a05dc379cdea35d9ffa682c7063698bde323fb4c8716008,pmc7529448-professional-interaction-in-management-of-the-triad-permanent-education-in-health-patient-safety-and.pdf,2020_Universidade_Federal_de_Santa_Catarina_Professional_interaction_in_management_of_the_triad_Permanent_Education_in_Healt.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Federal_de_Santa_Catarina_Professional_interaction_in_management_of_the_triad_Permanent_Education_in_Healt.pdf,686933,2026-08-03T21:15:41.061354,,"Professional interaction in management of the triad: Permanent Education in Health, patient safety and quality","[""Cintia Koerich"", ""Alacoque Lorenzini Erdmann"", ""Gabriela Marcellino de Melo Lanzoni""]",Universidade Federal de Santa Catarina,2020,artigo_cientifico,Enfermagem,"[""Continuing Education"", ""Patient Safety"", ""Quality Management"", ""Interdisciplinarity"", ""Health Management"", ""Nursing""]",Original Article,processado
60,1266cd01e6858710e89a695b5b8355d795cb36ed619495d46caa26a86a2e0547,pmc7426140-clinical-study-of-dysfunctional-ventilatory-weaning-response-in-critically-ill-patients.pdf,2020_Universidade_Federal_de_Minas_Gerais_Clinical_study_of_Dysfunctional_Ventilatory_Weaning_Response_in_critically_ill_p.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Federal_de_Minas_Gerais_Clinical_study_of_Dysfunctional_Ventilatory_Weaning_Response_in_critically_ill_p.pdf,814113,2026-08-03T21:15:36.295238,,Clinical study of Dysfunctional Ventilatory Weaning Response in critically ill patients,"[""Silva LCR"", ""Tonelli IS"", ""Oliveira RCC"", ""Lemos PL"", ""Matos SS"", ""Chianca TCM""]",Universidade Federal de Minas Gerais,2020,artigo_cientifico,Enfermagem,"[""Ventilator Weaning"", ""Treatment Failure"", ""Intensive Care Units"", ""Nursing"", ""Nursing Diagnosis"", ""Validation Studies""]",Original Article,processado
59,9b15cfc30f559819f80ab7daa6005fbbe9e69764ad41edaa3afe1e4fd1f8224d,pmc7365613-transition-of-care-at-discharge-from-the-intensive-care-unit-a-scoping-review.pdf,2020_Universidade_Federal_do_Rio_Grande_do_Su_Transition_of_care_at_discharge_from_the_Intensive_Care_Unit_a_scoping_review.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Federal_do_Rio_Grande_do_Su_Transition_of_care_at_discharge_from_the_Intensive_Care_Unit_a_scoping_review.pdf,743153,2026-08-03T21:15:31.414506,,Transition of care at discharge from the Intensive Care Unit: a scoping review,"[""Hervé MEW"", ""Zucatti PB"", ""Lima MADS""]",Universidade Federal do Rio Grande do Sul,2020,artigo_cientifico,Enfermagem,"[""Critical Care"", ""Intensive Care Units"", ""Patient Transfer"", ""Continuity of Patient Care"", ""Patient Discharge"", ""Patient Handoff""]",Review Article,processado
58,bf2fe96d3706a18672368f12a2af7eabeedf0363a4bc947db2f7bd727d6dcfa1,pmc7365611-elaboration-validation-and-reliability-of-the-safety-protocol-for-pediatric-thirst-management.pdf,2020_Universidade_Estadual_de_Londrina_Elaboration_validation_and_reliability_of_the_safety_protocol_for_pediatric_thir.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Estadual_de_Londrina_Elaboration_validation_and_reliability_of_the_safety_protocol_for_pediatric_thir.pdf,1372599,2026-08-03T21:15:26.922294,,"Elaboration, validation and reliability of the safety protocol for pediatric thirst management","[""Isadora Pierotti"", ""Leonel Alves do Nascimento"", ""Lais Fonseca"", ""Edilaine Giovanini Rossetto"", ""Rejane Kiyomi Furuya""]",Universidade Estadual de Londrina,2020,artigo_cientifico,Enfermagem,"[""Thirst"", ""Operating Room Nursing"", ""Recovery Room"", ""Pediatrics"", ""Clinical Protocols"", ""Validation Studies""]",Original Article,processado
57,0ae3787cc3ec6366ff175c06da4abbe751943e9a82d44ccfaed1ac152d4ca8ca,pmc7266632-factors-related-to-the-patient-safety-climate-in-an-emergency-hospital.pdf,2020_Universidade_Federal_de_Goias_Factors_related_to_the_patient_safety_climate_in_an_emergency_hospital.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Federal_de_Goias_Factors_related_to_the_patient_safety_climate_in_an_emergency_hospital.pdf,681962,2026-08-03T21:15:21.428318,,Factors related to the patient safety climate in an emergency hospital,"[""Dayse Edwiges Carvalho Castilho"", ""Ana Elisa Bauer de Camargo Silva"", ""Fernanda Raphael Escobar Gimenes"", ""Ruth Lopes Nunes"", ""Ana Claudia de Araujo Pires"", ""Carla Aparecida Bernardes""]",Universidade Federal de Goiás,2020,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Organizational Culture"", ""Safety Management"", ""Nursing"", ""Quality of Health Care"", ""Emergency Service, Hospital""]",Artigo Original,processado
56,8afc2cdcbee7d2a3e6e98860703b4a632e6d730533322aa2e7d237a1ca5e2395,pmc7266629-patient-experience-in-co-production-of-care-perceptions-about-patient-safety-protocols.pdf,2020_Universidade_Federal_de_Santa_Catarina_Patient_experience_in_co-production_of_care_perceptions_about_patient_safety_pro.pdf,C:\calculadoras-de-enfermagem\docs\2020_Universidade_Federal_de_Santa_Catarina_Patient_experience_in_co-production_of_care_perceptions_about_patient_safety_pro.pdf,579280,2026-08-03T21:15:13.240010,,Patient experience in co-production of care: perceptions about patient safety protocols,"[""Diovane Ghignatti da Costa"", ""Gisela Maria Schebella Souto de Moura"", ""Simone Silveira Pasin"", ""Francis Ghignatti da Costa"", ""Ana Maria Müller de Magalhães""]",Universidade Federal de Santa Catarina,2020,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Patient Satisfaction"", ""Patient Participation"", ""Quality of Health Care"", ""Patient-Centered Care"", ""Hospitals""]",Artigo Original,processado
55,334b294e2aa12688338160e6f9da03b768ccc1dc02e4c003e6fb13207910885a,pmc7217622-risk-for-surgical-positioning-injuries-scale-validation-in-a-rehabilitation-hospital.pdf,2020_Rede_Sarah_de_Hospitais_de_Reabilitacao_Risk_for_surgical_positioning_injuries_scale_validation_in_a_rehabilitation_hosp.pdf,C:\calculadoras-de-enfermagem\docs\2020_Rede_Sarah_de_Hospitais_de_Reabilitacao_Risk_for_surgical_positioning_injuries_scale_validation_in_a_rehabilitation_hosp.pdf,615405,2026-08-03T21:15:06.710638,,Risk for surgical positioning injuries: scale validation in a rehabilitation hospital,"[""Francisca Caroline Lopes do Nascimento"", ""Maria Cristina Soares Rodrigues""]",Rede Sarah de Hospitais de Reabilitação,2020,artigo_cientifico,Enfermagem,"[""Perioperative Nursing"", ""Patient Safety"", ""Patient Positioning"", ""Risk Assessment"", ""Nursing Care"", ""Wounds and Injuries""]",Original Article,processado
54,811174ac72188752e8099f00a423af76e75c46a8a4a87421c8114e3884f57bc8,pmc6528623-incidence-and-risk-of-falls-in-patients-treated-for-hematologic-malignancies-in-the-intensive-hemato.pdf,2019_Hospital_del_Salvador_Servicio_de_Medici_Incidence_and_risk_of_falls_in_patients_treated_for_hematologic_malignancies_in.pdf,C:\calculadoras-de-enfermagem\docs\2019_Hospital_del_Salvador_Servicio_de_Medici_Incidence_and_risk_of_falls_in_patients_treated_for_hematologic_malignancies_in.pdf,622454,2026-08-03T21:15:01.914523,,Incidence and risk of falls in patients treated for hematologic malignancies in the Intensive Hematology Unit,"[""Luz Alejandra Lorca"", ""Cinara Sacomori"", ""Valentina Paz Balagué-Ávila"", ""Lorena Patricia Pino-Márquez"", ""Fabiola Andrea Quiroz-Vidal"", ""Leslie Ortega""]","Hospital del Salvador, Servicio de Medicina Fisica y Rehabilitación",2019,artigo_cientifico,Enfermagem,"[""Falls"", ""Hematological Neoplasms"", ""Hospitalization"", ""Risk"", ""Care"", ""Cancer""]",Original Article,processado
53,3091c6f016822dd4253341142df0bcaa6fcf0e2e618c50862792ccb9a1de6431,pmc5479367-impact-of-critical-care-environment-on-burnout-perceived-quality-of-care-and-safety-attitude-of-the.pdf,2017_Universidade_Estadual_de_Campinas_Impact_of_critical_care_environment_on_burnout_perceived_quality_of_care_and_saf.pdf,C:\calculadoras-de-enfermagem\docs\2017_Universidade_Estadual_de_Campinas_Impact_of_critical_care_environment_on_burnout_perceived_quality_of_care_and_saf.pdf,524090,2026-08-03T21:14:57.180723,,"Impact of critical care environment on burnout, perceived quality of care and safety attitude of the nursing team","[""Edinêis de Brito Guirardello""]",Universidade Estadual de Campinas,2017,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Quality of Health Care"", ""Health Facility Environment"", ""Nursing"", ""Critical Care"", ""Job Satisfaction""]",Original Article,processado
52,aa8d9284a73f4587c6e1711a42599ffbe465c69ca0b51c5cf5804cc935806bcd,pmc5433307-patient-safety-knowledge-between-multiprofessional-residents.pdf,2017_Universidade_Estadual_do_Oeste_do_Parana_Patient_safety_knowledge_between_multiprofessional_residents.pdf,C:\calculadoras-de-enfermagem\docs\2017_Universidade_Estadual_do_Oeste_do_Parana_Patient_safety_knowledge_between_multiprofessional_residents.pdf,180560,2026-08-03T21:14:51.486345,,Patient safety: knowledge between multiprofessional residents,"[""João Lucas Campos de Oliveira"", ""Simone Viana da Silva"", ""Pamela Regina dos Santos"", ""Laura Misue Matsuda"", ""Nelsi Salete Tonini"", ""Anair Lazzari Nicola""]",Universidade Estadual do Oeste do Paraná,2017,artigo_cientifico,Saude_Publica,"[""Patient safety"", ""Internship and residency"", ""Knowledge management""]",,processado
51,a76bbf515c1a09cb0359ea9995e5b48eab75f6e89c05e3750f44c0dd3caf97d8,pmc13155795-posicionamento-sobre-emergencias-cardiovasculares-para-eventos-esportivos-2026.pdf,2026_Sociedade_Brasileira_de_Cardiologia_Posicionamento_sobre_Emergencias_Cardiovasculares_para_Eventos_Esportivos_2026.pdf,C:\calculadoras-de-enfermagem\docs\2026_Sociedade_Brasileira_de_Cardiologia_Posicionamento_sobre_Emergencias_Cardiovasculares_para_Eventos_Esportivos_2026.pdf,1149202,2026-08-03T21:14:40.822333,,Posicionamento sobre Emergências Cardiovasculares para Eventos Esportivos – 2026,"[""Luiz Eduardo Fonteles Ritt"", ""Antonio Carlos Avanza Junior"", ""Ricardo Stein"", ""Rodrigo Otavio Bougleux Alô"", ""Marcelo Bichels Leitão"", ""Arthur Haddad Herdy"", ""Marconi Gomes"", ""Carolina Christianini Mizzaci"", ""Anderson Donelli da Silveira"", ""Fabio de Freitas Guimarães Guerra"", ""Fabricio Braga"", ""Milena dos Santos Barros Campos"", ""Ricardo Galesso Cardoso"", ""Nivaldo Filgueiras"", ""Mateus Freitas Teixeira"", ""Marcos Machado Barojas"", ""Cléa Simone Sabino de Souza Colombo"", ""Luciana Diniz Nagem Janot de Matos""]",Sociedade Brasileira de Cardiologia,2026,outro,Cardiologia,[],,processado
50,606df2f3721535fa150491cd355a064593b6a806a3885f27dd355fd1226ec50a,pmc12337697-monitoring-and-evaluation-indicators-of-freestanding-birth-centers-results-of-the-study-births-in-br.pdf,2025_Universidade_Federal_do_Triangulo_Mineir_Indicadores_de_monitoramento_e_avaliacao_dos_Centros_de_Parto_Normal_Peri-hospit.pdf,C:\calculadoras-de-enfermagem\docs\2025_Universidade_Federal_do_Triangulo_Mineir_Indicadores_de_monitoramento_e_avaliacao_dos_Centros_de_Parto_Normal_Peri-hospit.pdf,334536,2026-08-03T21:14:36.251758,,Indicadores de monitoramento e avaliação dos Centros de Parto Normal Peri-hospitalares: resultados do estudo Nascer nas Casas de Parto do Brasil,"[""Cláudia de Azevedo Aguiar"", ""Nathalie Leister"", ""Jamile Claro de Castro Bussadori"", ""Maria Luiza Gonzalez Riesco"", ""Thais Trevisan Teixeira""]",Universidade Federal do Triângulo Mineiro,2025,artigo_cientifico,Obstetricia,"[""Centros de Assistência à Gravidez e ao Parto"", ""Gravidez"", ""Trabalho de Parto"", ""Parto"", ""Puerpério""]",Artigo,processado
49,5be7f9f2098025207259301ddbd539c8f6b4e705683191c9b4dbc17740cabf43,pmc12212291-degree-of-implementation-of-patient-safety-in-primary-health-care-in-three-brazilian-capitals.pdf,2025_Universidade_Federal_de_Santa_Catarina_Grau_de_implantacao_da_seguranca_do_paciente_na_atencao_primaria_a_saude_de_tres.pdf,C:\calculadoras-de-enfermagem\docs\2025_Universidade_Federal_de_Santa_Catarina_Grau_de_implantacao_da_seguranca_do_paciente_na_atencao_primaria_a_saude_de_tres.pdf,328374,2026-08-03T21:14:30.097813,,Grau de implantação da segurança do paciente na atenção primária à saúde de três capitais brasileiras,"[""Taise Rocha Macedo"", ""Maria Cristina Marino Calvo""]",Universidade Federal de Santa Catarina,2025,artigo_cientifico,Saude_Publica,"[""Segurança do Paciente"", ""Atenção Primária à Saúde"", ""Avaliação em Saúde""]",Artigo Científico,processado
48,eecf3af21d9a7e6ffa056c3876cd3dd9cbd83538aed252dbd5d86ecf850c30e5,pmc11559336-the-use-of-essential-oils-and-aromatherapy-in-laborel-uso-de-aceites-esenciales-y-aromaterapia-en-el.pdf,2022_Hospital_Nossa_Senhora_da_Conceicao_Univ_O_uso_de_oleos_essenciais_e_aromaterapia_no_trabalho_de_parto.pdf,C:\calculadoras-de-enfermagem\docs\2022_Hospital_Nossa_Senhora_da_Conceicao_Univ_O_uso_de_oleos_essenciais_e_aromaterapia_no_trabalho_de_parto.pdf,703880,2026-08-03T21:14:25.344681,,O uso de óleos essenciais e aromaterapia no trabalho de parto,"[""Karasek, Gisele"", ""Mata, Júnia Aparecida Laia da"", ""Vaccari, Alessandra""]",Hospital Nossa Senhora da Conceição; Universidade Federal do Rio Grande do Sul,2022,artigo_cientifico,Enfermagem,[],Revisão Integrativa,processado
47,8eeee4cf17163e6ca7b7f19c9da562f09a32edc15009ce0a3903832124b48004,pmc11344641-effects-of-sexuality-on-family-functionality-and-quality-of-life-of-elderly-people-cross-sectional-s.pdf,2022_Universidade_de_Sao_Paulo_EERPUSP_Efeitos_da_Sexualidade_na_Funcionalidade_Familiar_e_na_Qualidade_de_Vida_de_Pess.pdf,C:\calculadoras-de-enfermagem\docs\2022_Universidade_de_Sao_Paulo_EERPUSP_Efeitos_da_Sexualidade_na_Funcionalidade_Familiar_e_na_Qualidade_de_Vida_de_Pess.pdf,1112771,2026-08-03T21:14:20.501108,,Efeitos da Sexualidade na Funcionalidade Familiar e na Qualidade de Vida de Pessoas Idosas: Estudo Transversal,"[""Edison Vitório de Souza Júnior"", ""Benedito Fernandes da Silva Filho"", ""Diego Pires Cruz"", ""Randson Souza Rosa"", ""Gabriel Magalhães Cairo"", ""Cristiane dos Santos Silva"", ""Lais Reis Siqueira"", ""Namie Okino Sawada""]",Universidade de São Paulo (EERP/USP),2022,artigo_cientifico,Enfermagem,[],Pesquisa,processado
46,5844a97d841c621db86184fe76ba9c14cd94973544e5e14252af377d68a88b17,pmc11297414-patient-safety-culture-among-nursing-professionals-in-a-philanthropic-hospital-in-minas-geraiscultur.pdf,2021_Faculdade_de_Ciencias_Medicas_e_da_Saude_Cultura_de_seguranca_do_paciente_entre_profissionais_de_Enfermagem_em_um_hospita.pdf,C:\calculadoras-de-enfermagem\docs\2021_Faculdade_de_Ciencias_Medicas_e_da_Saude_Cultura_de_seguranca_do_paciente_entre_profissionais_de_Enfermagem_em_um_hospita.pdf,1191177,2026-08-03T21:14:13.647418,,Cultura de segurança do paciente entre profissionais de Enfermagem em um hospital filantrópico de Minas Gerais,"[""Eduarda Vieira Magalhães"", ""Fernanda Oliveira de Paiva"", ""Maria Eduarda Soares Alves"", ""Meire Cavalieri de Almeida""]",Faculdade de Ciências Médicas e da Saúde de Juiz de Fora – Suprema,2021,artigo_cientifico,Enfermagem,"[""Segurança do paciente"", ""Cultura de segurança"", ""Enfermagem"", ""Hospital filantrópico""]",Pesquisa,processado
45,d557a5aa419e252355ea54fc274db104f22c94b108f002cc4ad1cf9b7a288d88,pmc11297411-safe-practices-in-airway-management-of-patients-with-covid-19-integrative-reviewpracticas-seguras-en.pdf,2021_Universidade_Estadual_Vale_do_Acarau_UVA_Praticas_seguras_no_manejo_de_vias_aereas_de_pacientes_com_Covid-19_revisao_inte.pdf,C:\calculadoras-de-enfermagem\docs\2021_Universidade_Estadual_Vale_do_Acarau_UVA_Praticas_seguras_no_manejo_de_vias_aereas_de_pacientes_com_Covid-19_revisao_inte.pdf,1494954,2026-08-03T21:14:06.882783,,Práticas seguras no manejo de vias aéreas de pacientes com Covid-19: revisão integrativa,"[""Cristina da Silva Fernandes"", ""Maria Girlane Sousa Albuquerque Brandão"", ""Magda Milleyde de Sousa Lima"", ""Jennara Cândido do Nascimento"", ""Nelson Miguel Galindo Neto"", ""Lívia Moreira Barros""]",Universidade Estadual Vale do Acaraú (UVA),2021,artigo_cientifico,Enfermagem,"[""Enfermagem"", ""Betacoronavirus"", ""Manuseio das Vias Aéreas"", ""Saúde do Trabalhador""]",Revisão integrativa,processado
44,7ce40049794222a9efa598fb25de877dacd9641a17f5b965436325c5d79eb0fa,pmc11290807-women-social-representations-of-vein-catheterization-in-anesthetic-and-surgical-proceduresrepresenta.pdf,2021_Universidade_Federal_de_Juiz_de_Fora_UFJ_Representacoes_sociais_de_mulheres_sobre_cateterizacao_venosa_para_procedimento.pdf,C:\calculadoras-de-enfermagem\docs\2021_Universidade_Federal_de_Juiz_de_Fora_UFJ_Representacoes_sociais_de_mulheres_sobre_cateterizacao_venosa_para_procedimento.pdf,870662,2026-08-03T21:14:01.644339,,Representações sociais de mulheres sobre cateterização venosa para procedimento anestésico-cirúrgico,"[""Herica Silva Dutra"", ""Cristina Arreguy-Sena"", ""Fernando Cordeiro Ribeiro"", ""Luciene Muniz Braga"", ""Paula Krempser"", ""Laércio Deleon de Melo""]","Universidade Federal de Juiz de Fora (UFJF), Faculdade de Enfermagem da UFJF (Facenf-UFJF), Programa de Pós-Graduação em Enfermagem",2021,artigo_cientifico,Enfermagem,[],,processado
43,13de9c92dad010500a2ae290d1cdfcddf92375c340f9695e6bfaa2f6aaa0e1e4,pmc10868519-patient-safety-culture-assessment-before-and-after-safety-huddle-implementation.pdf,2023_Universidade_Estadual_do_Ceara_Patient_safety_culture_assessment_before_and_after_safety_huddle_implementation.pdf,C:\calculadoras-de-enfermagem\docs\2023_Universidade_Estadual_do_Ceara_Patient_safety_culture_assessment_before_and_after_safety_huddle_implementation.pdf,623651,2026-08-03T21:13:56.345635,,Patient safety culture assessment before and after safety huddle implementation,"[""Márcio Venicio Alcântara de Moraes"", ""Ítalo Lennon Sales de Almeida"", ""Rhanna Emanuela Fontenele Lima de Carvalho""]",Universidade Estadual do Ceará,2023,artigo_cientifico,Enfermagem,"[""Patient Safety"", ""Quality of Health Care"", ""Hospitals"", ""Patient Care Team""]",Artigo Original,processado
42,8b6d3a406a93137c7d403a3ad984b472dffa209f726244b4ac6696f151bc4b44,pmc10740396-update-of-triggers-for-detection-of-adverse-drug-events-in-hematologic-patients.pdf,2023_Universidade_Federal_do_Rio_de_Janeiro_Atualizacao_dos_rastreadores_para_deteccao_de_eventos_adversos_a_medicamentos_em.pdf,C:\calculadoras-de-enfermagem\docs\2023_Universidade_Federal_do_Rio_de_Janeiro_Atualizacao_dos_rastreadores_para_deteccao_de_eventos_adversos_a_medicamentos_em.pdf,358945,2026-08-03T21:13:51.980023,,Atualização dos rastreadores para detecção de eventos adversos a medicamentos em pacientes hematológicos,"[""Íris Pilegi Domingues"", ""Milene Rangel da Costa""]",Universidade Federal do Rio de Janeiro,2023,artigo_cientifico,Farmacologia,"[""Efeitos Colaterais e Reações Adversas Relacionados a Medicamentos"", ""Hematologia"", ""Farmacovigilância""]",,processado
41,2807ed9dffe2b325c1a22fef1e1b06ac6f6435e4b7a9928ce7d257b1b6b99646,pmc10081615-patient-safety-incidents-and-the-second-victim-phenomenon-among-nursing-students.pdf,2022_Universidade_Federal_de_Pelotas_Universi_Patient_Safety_Incidents_and_the_second_victim_phenomenon_among_nursing_students.pdf,C:\calculadoras-de-enfermagem\docs\2022_Universidade_Federal_de_Pelotas_Universi_Patient_Safety_Incidents_and_the_second_victim_phenomenon_among_nursing_students.pdf,437498,2026-08-03T21:13:32.678584,,Patient Safety Incidents and the second victim phenomenon among nursing students,"[""Ana Paula Mousinho Tavares"", ""Jamila Geri Tomaschewski Barlem"", ""Laurelize Pereira Rocha"", ""Aline Cristina Calçada de Oliveira"", ""Fernanda Valéria Silva Dantas Avelino"", ""Gabriela do Rosário Paloski""]",Universidade Federal de Pelotas; Universidade Federal do Rio Grande; Universidade Federal do Piauí,2022,artigo_cientifico,Enfermagem,"[""Students, nursing"", ""Education, nursing"", ""Patient Safety"", ""Safety management"", ""Clinical Clerkship""]",Artigo Original,processado
40,0edc6a63fba963bd0fc63acd0db4e83a0d127a1bbbec36eafc50b79f8a8d49a9,Parecer_010_2022-Carro-de-emergencia.pdf,2022_COREN-SP_0102022_PARECER_COREN-SP_No_0102022.pdf,C:\calculadoras-de-enfermagem\docs\2022_COREN-SP_0102022_PARECER_COREN-SP_No_0102022.pdf,176550,2026-08-03T21:13:28.503627,,PARECER COREN-SP Nº 010/2022,[],COREN-SP,2022,nota_tecnica,Enfermagem,"[""Carro de emergência"", ""Equipe de enfermagem"", ""Responsabilidade profissional""]",Parecer,processado
39,7155c480a442fb2c1ab1d0b62aa77899140661c59f4b1fdd34b21d19faa63e5b,Parecer-Normativo-1-2024_COFEN_SCP_dimensionamento_de_enfermagem.pdf,2024_Conselho_Federal_de_Enfermagem_COFEN_Parecer_Normativo_no_Parametros_para_o_planejamento_da_forca_de_trabalho_da_Enfermagem_pelo_Enfermeir.pdf,C:\calculadoras-de-enfermagem\docs\2024_Conselho_Federal_de_Enfermagem_COFEN_Parecer_Normativo_no_Parametros_para_o_planejamento_da_forca_de_trabalho_da_Enfermagem_pelo_Enfermeir.pdf,5632732,2026-08-03T21:13:25.135142,1,Parâmetros para o planejamento da força de trabalho da Enfermagem pelo Enfermeiro,[],Conselho Federal de Enfermagem (COFEN),2024,nota_tecnica,Enfermagem,[],Parecer Normativo,processado
38,cf645bbdbc299874889ae4a2eb6f3fe8321ddd350f0f056450cb12e9b394cb39,NOTIFICAÇÃO-COMPULSÓRIA.pdf,2025_Ministerio_da_Saude_PORTARIA_GMMS_No_6.734_DE_18_DE_MARCO_DE_2025.pdf,C:\calculadoras-de-enfermagem\docs\2025_Ministerio_da_Saude_PORTARIA_GMMS_No_6.734_DE_18_DE_MARCO_DE_2025.pdf,193950,2026-08-03T21:13:21.536252,,"PORTARIA GM/MS Nº 6.734, DE 18 DE MARÇO DE 2025",[],Ministério da Saúde,2025,portaria,Saude_Publica,"[""esporotricose humana"", ""notificação compulsória"", ""Lista Nacional de Notificação Compulsória""]",Portaria,processado
37,738f61b5e2eabad211a5976669b52ee2e0df89b36fb8b06818cd3dbc839c2b8c,nic_classificacao-das-intervencoes-de-enfermagem_7-edicao.pdf,2020_Classificacao_das_Intervencoes_de_Enfermagem_NIC.pdf,C:\calculadoras-de-enfermagem\docs\2020_Classificacao_das_Intervencoes_de_Enfermagem_NIC.pdf,6196324,2026-08-03T21:13:17.764055,7ª edição,Classificação das Intervenções de Enfermagem (NIC),"[""Howard K. Butcher"", ""Gloria M. Bulechek"", ""Joanne M. Dochterman"", ""Cheryl M. Wagner""]",,2020,livro,Enfermagem,"[""Enfermagem"", ""Classificação"", ""Intervenções de Enfermagem"", ""NIC""]",Classificação,processado
36,e7a88ffb1086a814efed916003382f8c72871c17cd989541b10186876ce50cb5,modelo_sbar_passagem-de-platao_enfermeiro.pdf,XXXX_SBAR_na_Enfermagem_Passagem_de_Flantao_e_Transicao_de_Cuidacos.pdf,C:\calculadoras-de-enfermagem\docs\XXXX_SBAR_na_Enfermagem_Passagem_de_Flantao_e_Transicao_de_Cuidacos.pdf,2105548,2026-08-03T21:13:09.343492,,SBAR na Enfermagem: Passagem de Flantão e Transição de Cuidacos,[],,,formulario,Enfermagem,[],,processado
